STREET,DISTRICT,AREA_M2,ROOMS,PRICE,PROPERTY_CONDITION,COMFORT,ENERGY_USAGE,FLOOR,LIFT,BUILDING_HEIGHT,INNER_HEIGHT,AIR_CONDITIONING,FURNISHED,UTILITIES_EXPENSE,WHEELCHAIR_ACCESSIBLE,ORIENTATION,VIEW,BALCONY,HAS_GARDEN,HAS_ATTIC,HAS_EQUIPMENT,PET,SMOKING,PARKING,PANEL_PROGRAM
 Vorosvari ut 11.,III,69,3,574.0,5.0,,,10.0,1.0,10.0,,0,1.0,0.0,0,,panoramic,0.0,,,1.0,,not allowed,,
 Nagytetenyi ut,XXII,35,1,362.0,,,,,,,,0,,0.0,0,,,0.0,,,,,,,
 Labanc ut 45.,II,65,2,544.0,4.0,3.0,,1.0,0.0,3.0,1.0,0,1.0,121.0,0,south-east,court,7.0,,0.0,,0.0,not allowed,1,
 Rath Gyorgy utca,XII,55,2,483.0,4.0,3.0,13,0.0,0.0,2.0,1.0,0,3.0,48.0,0,north-east,panoramic,7.0,1.0,0.0,1.0,0.0,allowed,1,
 Krudy utca,VIII,68,1,544.0,5.0,3.0,16,1.0,1.0,5.0,2.0,0,4.0,30.0,0,,court,0.0,0.0,0.0,1.0,0.0,not allowed,0,
 Deryne koz,XIII,39,1,393.0,4.0,3.0,,0.0,0.0,4.0,2.0,0,1.0,30.0,0,west,court,0.0,0.0,0.0,1.0,,,0,
 Gabona utca,IX,45,1,393.0,,,,,,,,0,,60.0,0,,,0.0,,,,,,,
 Frangepan utca,XIII,53,2,544.0,6.0,3.0,,1.0,1.0,6.0,1.0,0,,60.0,1,east,garden,6.0,0.0,0.0,1.0,,not allowed,0,
 Halmi utca,XI,50,2,513.0,5.0,,,3.0,,3.0,,1,1.0,0.0,0,,garden,4.0,,,,,not allowed,1,
 Bakfu utca 10.,XI,37,1,604.0,6.0,3.0,,0.0,0.0,3.0,1.0,1,4.0,45.0,0,,court,15.0,1.0,0.0,1.0,0.0,not allowed,1,
 Legenybiro utca,XV,35,1,378.0,,,,,,,,0,,0.0,0,,,0.0,,,,,,,
 Dregely utca 2-4,IX,45,2,559.0,6.0,3.0,,5.0,1.0,6.0,1.0,0,4.0,57.0,1,,street,1.0,0.0,0.0,1.0,0.0,not allowed,0,
 Lubloi utca,II,55,2,574.0,5.0,3.0,16,1.0,,3.0,1.0,0,,0.0,0,,street,0.0,0.0,0.0,1.0,,not allowed,0,
 Lonyay utca 42/b,IX,36,2,359.0,4.0,,,2.0,0.0,4.0,2.0,1,1.0,0.0,0,,court,0.0,0.0,0.0,,1.0,not allowed,0,
 Bem rakpart 54.,II,85,2,664.0,4.0,,,2.0,1.0,3.0,2.0,0,1.0,0.0,0,north-east,panoramic,6.0,,0.0,1.0,,,0,
 Lehel utca 5.,VI,134,3,891.0,5.0,3.0,,2.0,0.0,3.0,2.0,1,3.0,121.0,0,west,street,0.0,0.0,0.0,0.0,1.0,not allowed,0,
 Gepmadar utca 13.,X,71,2,604.0,5.0,3.0,,6.0,1.0,10.0,1.0,0,4.0,181.0,0,east,garden,4.0,,0.0,1.0,,,,
 Fehervari ut 46.,XI,54,2,483.0,5.0,,,2.0,0.0,,,0,4.0,121.0,0,,court,0.0,0.0,0.0,1.0,0.0,not allowed,1,
 Raday utca 5.,IX,80,2,906.0,,,,,,,,0,,0.0,0,,,0.0,,,,,,,
 Kobolkut utca,XI,30,1,362.0,4.0,3.0,,0.0,,3.0,2.0,0,2.0,76.0,1,south-west,garden,0.0,,0.0,,0.0,not allowed,,
 Malomarok utca,X,65,2,468.0,5.0,3.0,,0.5,0.0,2.0,1.0,0,4.0,106.0,0,,garden,4.0,0.0,0.0,1.0,0.0,not allowed,0,
 Ulloi ut 121.,IX,117,3,755.0,5.0,3.0,,4.0,1.0,5.0,2.0,0,2.0,91.0,0,,street,0.0,0.0,0.0,1.0,1.0,not allowed,0,
 Attila ut,I,28,1,362.0,4.0,,,5.0,1.0,6.0,,0,4.0,76.0,0,north-west,panoramic,1.0,0.0,,1.0,0.0,not allowed,0,
 Erzsebet ter 3.,V,30,1,453.0,5.0,3.0,,1.0,1.0,5.0,2.0,0,4.0,82.0,1,west,court,0.0,0.0,0.0,1.0,1.0,not allowed,0,
 Rottenbiller utca 5.,VII,45,1,513.0,5.0,3.0,19,2.0,0.0,3.0,2.0,1,4.0,60.0,0,,street,5.0,0.0,0.0,1.0,0.0,not allowed,0,
 Nagy Lajos kiraly utja 81.,XIV,56,2,513.0,5.0,3.0,,4.0,1.0,5.0,1.0,0,3.0,37.0,1,,panoramic,0.0,,0.0,1.0,0.0,,1,
 Zalai ut,XII,52,2,725.0,5.0,3.0,,2.0,0.0,2.0,1.0,1,2.0,76.0,0,south-west,garden,9.0,0.0,0.0,1.0,,,1,
 Vaskapu utca,IX,48,2,589.0,6.0,3.0,,2.0,1.0,6.0,1.0,1,4.0,121.0,0,,court,4.0,0.0,0.0,1.0,0.0,not allowed,0,
 Kanai ut,XI,78,3,843.0,6.0,,,2.0,1.0,4.0,,1,3.0,0.0,0,,panoramic,16.0,0.0,,,1.0,,,
 Torokvesz ut 45.,II,80,3,785.0,5.0,4.0,,1.0,1.0,3.0,1.0,1,2.0,66.0,1,south,garden,10.0,0.0,0.0,1.0,1.0,not allowed,1,
 Istvan utca 29.,VII,55,2,483.0,5.0,,,1.0,0.0,,,0,4.0,0.0,0,,street,0.0,,,1.0,,,,
 Ada utca,XII,60,1,574.0,4.0,3.0,,0.0,0.0,2.0,1.0,1,,91.0,0,east,panoramic,35.0,1.0,,1.0,1.0,not allowed,0,
 Reitter Ferenc utca,XIII,45,2,453.0,4.0,3.0,,3.0,1.0,6.0,1.0,1,4.0,45.0,0,,street,2.0,0.0,0.0,1.0,0.0,not allowed,0,
 Kiralyhago utca,XVIII,53,1,393.0,,3.0,,2.0,1.0,,,0,1.0,0.0,0,,court,6.0,0.0,0.0,0.0,0.0,not allowed,1,
 Filler utca,II,43,1,604.0,5.0,3.0,,2.0,0.0,2.0,1.0,1,4.0,0.0,0,south-east,panoramic,4.0,0.0,,1.0,0.0,not allowed,0,
 Virag utca,IV,34,1,362.0,5.0,3.0,,9.0,1.0,10.0,1.0,1,4.0,0.0,0,west,street,0.0,0.0,0.0,1.0,0.0,not allowed,1,0.0
 Kaffka Margit utca,XIV,30,1,272.0,5.0,3.0,,2.0,0.0,3.0,,1,4.0,45.0,0,,street,2.0,,,1.0,0.0,,0,
 Rozsa utca 82.,VI,20,1,302.0,5.0,,,0.0,0.0,,2.0,0,4.0,0.0,0,,court,0.0,,0.0,1.0,0.0,not allowed,0,
 Robert Karoly korut 90.,XIII,30,1,332.0,,,,,,,,0,,0.0,0,,,0.0,,,,,,,
 Nadasdy utca,IX,30,1,453.0,6.0,3.0,19,9.0,1.0,9.0,1.0,1,4.0,0.0,1,south-east,panoramic,4.0,0.0,0.0,1.0,0.0,not allowed,1,
 Baross utca 90.,VIII,31,1,242.0,,,,,,,,0,,0.0,0,,,0.0,,,,,,,
 Amerikai ut 79.,XIV,37,1,362.0,4.0,3.0,,3.0,0.0,5.0,2.0,0,4.0,60.0,0,west,street,3.0,0.0,0.0,1.0,0.0,not allowed,1,
 Gyulai Pal utca,VIII,21,1,362.0,4.0,3.0,,2.0,1.0,3.0,2.0,0,4.0,24.0,0,,court,0.0,,0.0,1.0,,not allowed,,
 Szekely Bertalan utca 24.,VI,40,1,362.0,5.0,4.0,,1.0,,,,0,4.0,27.0,0,,court,0.0,0.0,,1.0,0.0,not allowed,,
 Corvin setany,VIII,48,1,710.0,5.0,3.0,,6.0,1.0,,1.0,1,4.0,15.0,1,,street,10.0,0.0,0.0,1.0,0.0,not allowed,,
 Pesti ut 52-64,XVII,66,3,544.0,,,,,,,,0,,0.0,0,,,17.0,,,,,,,
 Kiss Jozsef utca,VIII,15,1,227.0,4.0,3.0,,,1.0,,2.0,0,4.0,88.0,0,,,0.0,,0.0,1.0,0.0,not allowed,0,
 Etele ut 46/b,XI,49,2,423.0,,,,,,,,0,,121.0,0,,,0.0,,,,,,,
 Kerepesi ut 98.,XIV,49,2,513.0,5.0,3.0,,9.0,1.0,,,0,4.0,33.0,0,,street,3.0,,,1.0,,,,
 Kiraly utca 52.,VI,100,3,846.0,4.0,3.0,,1.0,0.0,3.0,2.0,0,2.0,30.0,0,south,street,0.0,0.0,0.0,0.0,1.0,allowed,0,
 Rakoczi ut 51.,VII,12,1,272.0,5.0,3.0,,,0.0,,1.0,0,4.0,60.0,0,west,court,0.0,0.0,0.0,1.0,0.0,not allowed,0,
 Lagymanyos  Muegyetem kornyeke,XI,96,3,816.0,4.0,4.0,16,3.0,1.0,5.0,,0,4.0,60.0,0,,garden,6.0,0.0,0.0,1.0,0.0,,0,
 Dob utca,VII,37,1,498.0,5.0,5.0,19,2.0,1.0,4.0,2.0,1,4.0,76.0,1,,court,0.0,0.0,0.0,1.0,0.0,not allowed,0,
 Lehel ter,XIII,30,1,392.0,5.0,3.0,,1.0,,4.0,,1,4.0,76.0,0,,street,0.0,,0.0,1.0,,,,
 Angyal utca,IX,45,2,453.0,5.0,3.0,,2.0,1.0,7.0,1.0,0,1.0,76.0,0,,street,0.0,,,1.0,,,,
 Csalogany utca,II,54,2,483.0,5.0,3.0,,3.0,0.0,5.0,2.0,1,4.0,60.0,0,south-west,garden,0.0,0.0,0.0,1.0,0.0,not allowed,0,
 Jozsefvaros  Csarnoknegyed,VIII,46,2,498.0,6.0,3.0,16,5.0,1.0,7.0,1.0,1,3.0,91.0,1,west,panoramic,6.0,,0.0,1.0,0.0,not allowed,0,
 Delibab utca,VI,45,1,423.0,4.0,,,1.0,0.0,,2.0,1,4.0,106.0,0,north-west,,2.0,,,1.0,,,0,
 Torokor,XIV,57,2,423.0,5.0,3.0,,2.0,0.0,2.0,1.0,0,4.0,0.0,0,,panoramic,0.0,,0.0,1.0,,not allowed,1,
 Alsomalom utca 14.,XVI,53,1,529.0,5.0,3.0,17,3.0,1.0,4.0,1.0,1,4.0,91.0,1,south,panoramic,16.0,0.0,1.0,1.0,1.0,not allowed,1,
 Paloc utca,XIII,40,1,423.0,5.0,3.0,,3.0,1.0,6.0,,0,4.0,0.0,0,,street,4.0,0.0,0.0,,0.0,not allowed,,
 Aradi utca 29.,VI,30,1,393.0,4.0,3.0,,2.0,1.0,4.0,2.0,0,4.0,91.0,0,south-east,court,0.0,0.0,0.0,1.0,0.0,not allowed,0,
 Szentkiralyi utca,VIII,100,3,1208.0,5.0,4.0,,3.0,1.0,3.0,2.0,1,4.0,0.0,0,north-east,street,0.0,0.0,0.0,1.0,0.0,not allowed,0,
 Dregely utca 20.,IX,30,1,362.0,,,,,,,,0,,0.0,0,,,0.0,,,,,,,
 Ulloi ut 119.,IX,32,1,378.0,5.0,,,0.0,1.0,,2.0,0,4.0,91.0,1,,court,0.0,0.0,0.0,1.0,0.0,not allowed,,
 Uszodaru utca,XIII,49,1,634.0,5.0,4.0,,5.0,1.0,,1.0,1,4.0,0.0,1,west,court,12.0,,0.0,1.0,,not allowed,,
 Meder utca,XIII,65,2,1012.0,5.0,5.0,,8.0,1.0,,,1,4.0,0.0,1,,panoramic,15.0,,,1.0,,,,
 Baranyai utca,XI,65,2,755.0,5.0,3.0,,2.0,1.0,7.0,1.0,1,4.0,0.0,0,,street,0.0,0.0,0.0,1.0,0.0,not allowed,0,
 Jokai ter,VI,50,1,664.0,5.0,3.0,,5.0,1.0,5.0,2.0,0,4.0,0.0,0,south-west,panoramic,0.0,,0.0,1.0,0.0,not allowed,0,
 Kutvolgyi ut 52.,XII,50,1,544.0,5.0,3.0,3,2.0,,3.0,1.0,0,4.0,45.0,0,south-west,panoramic,6.0,,0.0,1.0,0.0,not allowed,1,
 Aradi utca,VI,40,1,544.0,5.0,3.0,,0.0,0.0,3.0,,0,4.0,45.0,0,,street,0.0,0.0,,1.0,1.0,,0,
 Hajdu utca,XIII,21,1,362.0,5.0,3.0,,2.0,1.0,8.0,1.0,0,4.0,45.0,0,,court,0.0,,0.0,1.0,0.0,not allowed,1,
 Nagy Lajos kiraly utja,XIV,56,1,483.0,4.0,,,9.0,1.0,,,1,4.0,0.0,0,,,0.0,,,,0.0,not allowed,0,
 Tavaszmezo utca,VIII,45,1,483.0,5.0,3.0,,3.0,0.0,3.0,2.0,0,4.0,0.0,0,,court,4.0,0.0,0.0,1.0,0.0,not allowed,0,
 Varosmajor utca,XII,45,1,816.0,6.0,5.0,19,4.0,1.0,5.0,1.0,1,4.0,0.0,1,west,street,0.0,0.0,0.0,1.0,0.0,not allowed,0,
 Tuzolto utca 21.,IX,56,3,544.0,5.0,4.0,,,,,1.0,1,4.0,121.0,0,,street,0.0,0.0,0.0,1.0,1.0,,0,
 Ozgida utca 2-4.,II,52,2,574.0,5.0,,,,,2.0,,1,,36.0,0,,,5.0,,,1.0,,not allowed,,
 Molnar Viktor utca 45.,XV,85,3,498.0,5.0,4.0,18,1.0,,2.0,1.0,0,2.0,0.0,0,,court,0.0,,1.0,,,,1,
 Eotvos utca 22.,VI,78,2,513.0,4.0,,,0.5,0.0,,2.0,0,4.0,166.0,0,,street,0.0,,,1.0,0.0,not allowed,0,
 Csorna utca 1.,XII,60,2,785.0,5.0,3.0,,4.0,1.0,4.0,1.0,0,4.0,30.0,1,south-east,panoramic,20.0,0.0,0.0,1.0,0.0,not allowed,0,
 Hegedus Gyula utca 14.,XIII,32,1,393.0,4.0,3.0,,3.0,1.0,4.0,2.0,1,4.0,36.0,0,south,garden,0.0,0.0,0.0,1.0,1.0,not allowed,0,
 Corvin setany 1.,VIII,80,3,1359.0,5.0,3.0,,8.0,1.0,9.0,1.0,1,4.0,151.0,1,south,panoramic,5.0,0.0,0.0,1.0,0.0,not allowed,0,
 Liget utca 21.,X,55,2,529.0,5.0,2.0,,2.0,1.0,4.0,1.0,1,4.0,136.0,0,,court,40.0,1.0,0.0,1.0,,allowed,1,
 Rottenbiller utca 62.,VII,36,1,408.0,5.0,,,1.0,0.0,4.0,2.0,0,4.0,76.0,0,south,court,0.0,0.0,0.0,1.0,0.0,not allowed,0,
 Mechwart ter,II,43,1,438.0,5.0,3.0,,1.0,0.0,3.0,,0,4.0,0.0,0,,court,4.0,,,1.0,1.0,,0,
 Kacsa utca,II,50,2,574.0,,3.0,,2.0,1.0,,,0,4.0,0.0,0,,street,0.0,,,1.0,,,0,
 Tompa utca 7.,IX,60,1,604.0,5.0,3.0,,1.0,1.0,6.0,,1,4.0,45.0,0,south-west,garden,10.0,1.0,0.0,1.0,0.0,not allowed,,
 Pannonia utca,XIII,43,1,423.0,4.0,3.0,,4.0,1.0,5.0,2.0,0,4.0,60.0,0,,street,4.0,0.0,0.0,1.0,0.0,not allowed,0,
 Dregely utca,IX,30,1,332.0,4.0,3.0,,2.0,0.0,3.0,1.0,0,4.0,54.0,0,north-west,street,0.0,0.0,0.0,1.0,0.0,not allowed,0,
 Ulloi ut,IX,18,1,181.0,5.0,4.0,10,,,,,0,4.0,0.0,0,east,street,0.0,,,1.0,0.0,not allowed,,
 Andrassy ut,VI,85,1,1450.0,5.0,3.0,,1.0,1.0,3.0,,1,4.0,45.0,0,,street,5.0,,0.0,1.0,0.0,,0,
 Klauzal ter,VII,29,1,453.0,5.0,3.0,,1.0,,2.0,2.0,1,4.0,60.0,0,,court,0.0,,,1.0,,,,
 Hevizi ut,III,80,3,634.0,6.0,3.0,,1.0,1.0,4.0,,0,1.0,115.0,0,west,garden,12.0,,,1.0,,,0,
 Florian ter,III,63,2,423.0,4.0,3.0,,1.0,,4.0,1.0,1,1.0,106.0,0,,street,5.0,0.0,0.0,1.0,0.0,not allowed,,
 Marton utca,IX,50,2,453.0,6.0,3.0,,1.0,1.0,5.0,1.0,0,1.0,76.0,0,,court,6.0,0.0,0.0,1.0,0.0,not allowed,,
 Teve utca 18-22,XIII,75,3,913.0,6.0,3.0,,3.0,1.0,8.0,1.0,1,4.0,0.0,1,east,street,3.0,,0.0,1.0,,,1,
 Wesselenyi utca 46.,VII,101,3,710.0,5.0,,,3.0,0.0,3.0,2.0,0,4.0,0.0,0,,,0.0,,,1.0,,,,
 Lenhossek utca 13.,IX,43,2,559.0,6.0,3.0,,1.0,1.0,5.0,,0,4.0,91.0,0,,,6.0,,0.0,1.0,0.0,not allowed,,
 Mester utca 27.,IX,30,1,453.0,5.0,,,0.0,1.0,,,0,4.0,0.0,0,,court,0.0,,,1.0,,,,
 Varosmajor utca,XII,40,1,378.0,4.0,3.0,,0.0,,,1.0,0,4.0,0.0,1,,garden,0.0,,,1.0,0.0,not allowed,1,
 Illyes Gyula utca,XV,55,2,453.0,5.0,3.0,17,2.0,1.0,3.0,1.0,0,4.0,45.0,0,south-east,garden,3.0,0.0,0.0,1.0,0.0,not allowed,1,
 Kurucles,II,115,4,1421.0,4.0,4.0,,1.0,1.0,3.0,1.0,1,2.0,181.0,1,east,garden,10.0,0.0,0.0,1.0,0.0,not allowed,1,
 Andrassy ut 12.,VI,47,1,483.0,4.0,3.0,,3.0,1.0,3.0,,1,4.0,45.0,0,,street,0.0,0.0,0.0,1.0,0.0,not allowed,0,
 Margit utca,II,55,2,1027.0,6.0,3.0,19,3.0,1.0,4.0,,1,2.0,36.0,0,,garden,25.0,,,1.0,,,1,
 Petofi Sandor utca,V,85,2,2537.0,5.0,4.0,,3.0,1.0,4.0,2.0,1,4.0,148.0,0,,street,0.0,,,1.0,,,,
 Felsohatar utca,XI,50,2,513.0,5.0,3.0,,2.0,1.0,4.0,1.0,1,2.0,66.0,1,south-east,garden,7.0,,,1.0,,,,
 Hattyu utca 16.,I,98,3,1522.0,5.0,3.0,,1.0,1.0,8.0,2.0,1,1.0,0.0,0,north-east,street,3.0,,,0.0,0.0,,0,
 Pozsonyi ut 38.,XIII,106,2,2029.0,5.0,5.0,,1.0,1.0,,1.0,1,4.0,0.0,0,,street,16.0,0.0,,1.0,,,0,
 Karacsony Sandor utca,VIII,41,1,423.0,5.0,3.0,,1.0,0.0,3.0,,0,4.0,42.0,0,,street,0.0,,,1.0,0.0,,,
 Aurora utca 26.,VIII,41,2,453.0,6.0,,,4.0,1.0,,,0,4.0,0.0,0,,street,0.0,,,1.0,,,,
 Gyertyalang utca,IV,56,3,498.0,5.0,3.0,,2.0,,3.0,,0,3.0,45.0,0,,garden,4.0,,0.0,1.0,,,1,
 Izabella utca,VII,66,2,544.0,4.0,3.0,,2.0,0.0,4.0,2.0,0,4.0,91.0,0,north-west,street,4.0,0.0,0.0,1.0,0.0,not allowed,0,
 Rozsa utca,VI,125,4,1522.0,5.0,4.0,,4.0,1.0,4.0,,1,4.0,0.0,0,,street,20.0,,,1.0,,,,
 Jasz utca,XIII,68,3,604.0,5.0,3.0,,2.0,1.0,5.0,,0,1.0,0.0,0,,garden,7.0,,0.0,1.0,1.0,not allowed,,
 Hegedus Gyula utca,XIII,34,1,362.0,4.0,3.0,,4.0,1.0,4.0,2.0,1,3.0,60.0,0,,court,0.0,0.0,0.0,1.0,0.0,not allowed,0,
 O utca 6.,VI,52,1,574.0,4.0,3.0,,0.5,1.0,,2.0,0,2.0,18.0,0,,street,0.0,,,1.0,,,,
 Ulloi ut 109.,IX,15,1,436.0,5.0,3.0,,,0.0,,1.0,0,4.0,39.0,0,,street,0.0,,,1.0,0.0,,0,
 Fogado utca,X,43,2,553.0,6.0,3.0,18,6.0,1.0,,1.0,1,4.0,0.0,0,,garden,9.0,,0.0,1.0,,,0,
 Rottenbiller utca,VII,53,2,453.0,5.0,,,2.0,0.0,,2.0,0,4.0,100.0,0,,court,0.0,,,1.0,0.0,not allowed,0,
 Gyertyalang utca,IV,60,3,513.0,5.0,3.0,17,2.0,0.0,3.0,1.0,1,3.0,45.0,0,south-east,street,7.0,0.0,,1.0,0.0,not allowed,0,
 Bem rakpart,I,88,3,876.0,4.0,,,2.0,1.0,,2.0,1,1.0,0.0,0,,panoramic,0.0,,,1.0,0.0,not allowed,0,
 Pasareti ut 111.,II,46,2,544.0,5.0,5.0,,1.0,0.0,4.0,,1,4.0,76.0,0,south-west,street,4.0,,0.0,1.0,,,1,
 Gyori ut 2.,XII,41,2,423.0,5.0,3.0,,1.0,0.0,,,0,3.0,76.0,0,,street,0.0,0.0,0.0,1.0,0.0,not allowed,0,
 Gebics utca,XII,52,2,453.0,5.0,3.0,,0.5,0.0,2.0,,1,,0.0,0,,,0.0,,0.0,1.0,,,0,
 Koztelek utca,IX,30,1,362.0,5.0,3.0,,1.0,1.0,4.0,,0,4.0,18.0,0,,street,0.0,0.0,0.0,1.0,0.0,,0,
 Nador utca,V,60,1,695.0,4.0,3.0,,0.0,,3.0,2.0,0,4.0,0.0,0,west,court,0.0,,,,0.0,not allowed,,
 Harcsa utca 2.,II,75,3,755.0,5.0,3.0,,3.0,1.0,4.0,1.0,1,4.0,0.0,0,east,panoramic,4.0,,,1.0,,,0,
 Kuruclesi ut,II,146,4,1118.0,5.0,4.0,,0.0,0.0,4.0,1.0,0,3.0,151.0,0,south-west,panoramic,40.0,1.0,0.0,1.0,0.0,not allowed,1,
 Kossuth Lajos utca,V,130,3,2232.0,5.0,5.0,,3.0,1.0,4.0,2.0,1,4.0,0.0,0,north-west,street,0.0,,,1.0,0.0,not allowed,,
 Uszodaru utca,XIII,57,2,604.0,5.0,3.0,,6.0,1.0,7.0,1.0,0,4.0,0.0,0,south,street,6.0,0.0,0.0,1.0,1.0,not allowed,0,
 Honved ter,V,55,2,710.0,5.0,3.0,,2.0,1.0,6.0,1.0,0,,106.0,0,south-east,panoramic,5.0,,,1.0,0.0,not allowed,,
 Kodaly korond,VI,75,3,800.0,4.0,3.0,,1.0,0.0,4.0,2.0,1,1.0,63.0,0,south-west,street,0.0,,0.0,1.0,0.0,not allowed,0,
 Istenhegyi ut,XII,55,1,559.0,5.0,3.0,,1.0,0.0,4.0,,0,3.0,0.0,0,south,garden,6.0,,,,1.0,not allowed,1,
 Nyary Pal utca 9.,V,64,3,1218.0,,4.0,,5.0,1.0,,,1,4.0,109.0,0,,street,2.0,,,1.0,0.0,not allowed,,
 Belgrad rakpart,V,72,2,544.0,5.0,3.0,,2.0,1.0,5.0,2.0,0,4.0,121.0,0,east,street,0.0,,,1.0,0.0,not allowed,0,
 Pava utca,IX,33,1,423.0,5.0,3.0,,1.0,1.0,5.0,,0,4.0,30.0,1,,garden,0.0,,,1.0,,not allowed,0,
 Zolyomi ut,XI,112,3,1106.0,5.0,3.0,,1.0,0.0,2.0,2.0,1,2.0,0.0,0,south-west,panoramic,15.0,,0.0,1.0,0.0,not allowed,1,
 Podmaniczky utca,VI,83,3,710.0,5.0,3.0,,2.0,0.0,,,0,4.0,0.0,0,,street,0.0,,,1.0,,,,
 Ivanka Pal utca,XV,110,3,589.0,4.0,3.0,,0.0,0.0,3.0,1.0,0,1.0,0.0,0,,street,9.0,0.0,0.0,0.0,,not allowed,1,
 Futo utca,VIII,41,1,423.0,5.0,3.0,,4.0,1.0,6.0,,0,3.0,69.0,0,,street,1.0,,,1.0,,,0,
 Izabella utca,VI,105,3,997.0,5.0,,,2.0,0.0,,,0,,0.0,0,east,street,0.0,,0.0,,,,,
 Trombitas ut,II,130,5,876.0,4.0,4.0,,2.0,1.0,4.0,2.0,0,,181.0,0,south,street,6.0,,,1.0,,,0,
 Ulloi ut,XVIII,43,2,453.0,5.0,3.0,,1.0,0.0,4.0,1.0,1,4.0,0.0,0,,garden,0.0,,,1.0,,not allowed,1,
 Ulloi ut 39.,IX,43,1,302.0,4.0,3.0,10,5.0,1.0,6.0,1.0,0,4.0,54.0,1,north-west,street,6.0,0.0,0.0,1.0,0.0,not allowed,0,
 Kanai ut,XI,65,2,816.0,5.0,5.0,,2.0,1.0,4.0,,1,4.0,0.0,1,east,panoramic,10.0,,,1.0,0.0,not allowed,0,
 Nador utca 8.,V,40,1,393.0,5.0,4.0,,1.0,1.0,4.0,,1,4.0,21.0,0,,court,0.0,,,1.0,0.0,not allowed,,
 Belvaros,V,37,1,483.0,5.0,3.0,,2.0,1.0,4.0,2.0,0,2.0,30.0,0,,,0.0,,,1.0,0.0,not allowed,0,
 Jozsefvaros  Palotanegyed,VIII,56,2,513.0,4.0,3.0,,4.0,,4.0,1.0,1,4.0,45.0,1,west,panoramic,0.0,,0.0,1.0,0.0,not allowed,,
 Vizafogo  Marinapart,XIII,54,2,846.0,5.0,3.0,,7.0,1.0,9.0,1.0,1,4.0,0.0,1,north-east,panoramic,12.0,,,1.0,,,0,
 Marina setany,XIII,104,3,2024.0,,,,4.0,1.0,,,1,4.0,0.0,0,,panoramic,27.0,,,1.0,0.0,,,
 Radnoti Miklos utca,XIII,94,3,755.0,4.0,4.0,,2.0,,,2.0,0,1.0,151.0,0,south,street,0.0,,,,,not allowed,,
 Torokszegfu ter,XV,52,2,393.0,5.0,,,2.0,0.0,2.0,1.0,0,1.0,91.0,0,,street,3.0,,0.0,,0.0,not allowed,1,
 Sorgyar utca,X,51,3,420.0,4.0,,,2.0,0.0,,,1,4.0,0.0,0,,court,0.0,,,1.0,0.0,,,
 Szent Korona utca,XXII,60,2,541.0,5.0,3.0,,0.0,,,,0,4.0,0.0,0,,panoramic,0.0,1.0,,1.0,1.0,,,
 Visegradi utca,XIII,26,1,378.0,4.0,3.0,,3.0,,1.0,1.0,0,4.0,27.0,0,,court,0.0,,,1.0,,,0,
 Harminckettesek tere,VIII,70,3,544.0,5.0,3.0,,2.0,1.0,,,1,3.0,0.0,1,,court,5.0,0.0,0.0,1.0,1.0,,0,
 Podmaniczky utca,VI,32,1,507.0,5.0,,,0.5,0.0,,1.0,0,,0.0,0,east,court,0.0,,0.0,,,,,
 Halomi ut,XVIII,47,2,393.0,5.0,3.0,,1.0,0.0,4.0,1.0,0,3.0,76.0,0,south-west,garden,7.0,0.0,0.0,1.0,0.0,not allowed,1,
 Tarogato ut,II,44,2,601.0,5.0,3.0,,1.0,0.0,2.0,,1,2.0,0.0,0,,panoramic,0.0,1.0,,1.0,1.0,,1,
 Thalloczy Lajos utca 23-25,XI,57,2,604.0,5.0,3.0,,5.0,1.0,5.0,1.0,1,4.0,91.0,0,,panoramic,2.0,0.0,0.0,1.0,0.0,not allowed,0,
 Bakator utca,XI,65,2,634.0,5.0,3.0,,,0.0,,,0,1.0,0.0,0,,garden,3.0,,0.0,1.0,,,,
 Zsak Hugo utca 2.,XXI,71,2,574.0,5.0,3.0,,6.0,1.0,10.0,1.0,0,2.0,151.0,0,,street,6.0,0.0,0.0,1.0,,not allowed,1,
 Albert utca,XX,50,2,453.0,4.0,,,,,1.0,,1,4.0,0.0,0,,garden,0.0,1.0,,1.0,1.0,,0,
 Wekerletelep,XIX,50,2,483.0,5.0,3.0,,1.0,0.0,2.0,1.0,0,4.0,0.0,0,south-east,street,0.0,0.0,0.0,1.0,0.0,not allowed,1,
 Batthyany ter,I,34,1,453.0,5.0,3.0,,2.0,1.0,5.0,2.0,0,4.0,0.0,0,,court,0.0,0.0,,1.0,1.0,not allowed,0,
 Bethlen Gabor utca,VII,67,2,423.0,4.0,3.0,,2.0,0.0,,2.0,0,3.0,136.0,0,,street,0.0,,,1.0,1.0,,0,
 Tofalva utca 4.,IV,48,1,453.0,4.0,3.0,,2.0,0.0,3.0,1.0,0,1.0,0.0,0,east,street,4.0,0.0,0.0,1.0,0.0,not allowed,1,
 Iranyi utca,V,41,1,601.0,5.0,,,5.0,1.0,,,0,,0.0,0,east,panoramic,0.0,,,,,,,
 Hollos Korvin Lajos utca,III,51,2,438.0,5.0,3.0,,5.0,1.0,10.0,1.0,0,1.0,60.0,0,south-east,street,0.0,0.0,0.0,1.0,0.0,not allowed,0,1.0
