STREET,DISTRICT,AREA_M2,ROOMS,PRICE,PROPERTY_CONDITION,COMFORT,ENERGY_USAGE,FLOOR,LIFT,BUILDING_HEIGHT,INNER_HEIGHT,AIR_CONDITIONING,FURNISHED,UTILITIES_EXPENSE,WHEELCHAIR_ACCESSIBLE,ORIENTATION,VIEW,BALCONY,HAS_GARDEN,HAS_ATTIC,HAS_EQUIPMENT,PET,SMOKING,PARKING,PANEL_PROGRAM
 Ibrahim utca,XI,48,2,544.0,6.0,,,3.0,1.0,,,1,4.0,76.0,1,south,garden,5.0,,,1.0,,not allowed,1,
 Podmaniczky utca 7.,VI,35,1,393.0,4.0,3.0,,1.0,0.0,3.0,2.0,0,4.0,60.0,0,,court,10.0,0.0,0.0,1.0,1.0,not allowed,0,
 Fogaras utca,XVIII,65,2,529.0,5.0,3.0,,2.0,,2.0,,1,2.0,0.0,0,,,7.0,1.0,0.0,,,not allowed,0,
 Lehel utca 74-76,XIII,43,2,483.0,6.0,3.0,13,3.0,1.0,8.0,1.0,1,1.0,0.0,1,west,garden,4.0,0.0,0.0,0.0,1.0,not allowed,0,
 Stefania ut,XIV,40,2,423.0,5.0,3.0,,2.0,1.0,4.0,1.0,1,1.0,0.0,0,south-west,garden,3.0,0.0,0.0,1.0,0.0,not allowed,0,
 Vaci ut,XIII,49,1,408.0,,,,,,,,0,,0.0,0,,,2.0,,,,,,,
 Furedi park,XIV,51,2,450.0,5.0,3.0,,1.0,0.0,4.0,1.0,0,3.0,0.0,0,south-west,street,0.0,0.0,0.0,1.0,0.0,not allowed,1,
 Andor utca,XI,55,2,513.0,6.0,,,3.0,1.0,3.0,,0,1.0,0.0,1,west,panoramic,18.0,0.0,0.0,0.0,0.0,not allowed,1,
 Hogyes Endre utca 6.,IX,35,1,347.0,4.0,3.0,,2.0,,3.0,2.0,1,4.0,0.0,0,,court,0.0,,0.0,1.0,0.0,not allowed,0,
 Visegradi utca 18/A,XIII,50,1,483.0,5.0,,,4.0,1.0,4.0,,1,4.0,0.0,0,,,0.0,,1.0,1.0,0.0,not allowed,0,
 Bajcsy-Zsilinszky ut 60.,V,97,3,1193.0,4.0,5.0,,3.0,1.0,3.0,2.0,1,4.0,0.0,0,,panoramic,0.0,0.0,0.0,1.0,,not allowed,0,
 Maros utca,XII,43,1,483.0,4.0,3.0,,1.0,0.0,3.0,,1,4.0,0.0,0,,street,0.0,,0.0,,0.0,not allowed,0,
 Margit korut,II,84,2,544.0,4.0,,,3.0,1.0,,2.0,0,,0.0,0,south,court,0.0,,0.0,,,,,
 Tatra utca 28.,XIII,71,3,604.0,5.0,4.0,,2.0,1.0,5.0,,0,4.0,0.0,0,,street,4.0,0.0,0.0,1.0,,,0,
 Kanai ut 9.,XI,51,2,513.0,5.0,2.0,,0.0,1.0,3.0,1.0,1,2.0,0.0,0,south,garden,8.0,1.0,,1.0,0.0,not allowed,1,
 Melinda ut,XII,32,1,423.0,5.0,3.0,,1.0,0.0,2.0,2.0,0,4.0,60.0,0,north-east,panoramic,1.0,1.0,0.0,1.0,,not allowed,1,
 Sziv utca,VI,67,3,725.0,5.0,3.0,,4.0,0.0,4.0,1.0,1,4.0,0.0,0,south-west,panoramic,9.0,0.0,1.0,1.0,0.0,not allowed,0,
 Vagohid utca,IX,44,2,601.0,5.0,3.0,,8.0,1.0,10.0,1.0,1,4.0,91.0,1,,panoramic,7.0,0.0,0.0,1.0,,,0,
 Vagohid utca 3.,IX,50,2,574.0,6.0,5.0,17,5.0,1.0,10.0,1.0,1,3.0,45.0,1,south-west,panoramic,12.0,0.0,0.0,1.0,0.0,not allowed,0,
 Pap Karoly utca 22/B,XIII,67,3,785.0,5.0,5.0,,8.0,1.0,8.0,1.0,1,4.0,0.0,0,west,panoramic,40.0,0.0,1.0,1.0,0.0,not allowed,0,
 Jegverem utca 2.,I,40,1,589.0,5.0,3.0,,0.0,0.0,3.0,2.0,0,4.0,0.0,0,east,court,0.0,0.0,0.0,1.0,0.0,not allowed,0,
 Ovezet utca,XIII,65,2,574.0,5.0,3.0,,1.0,,3.0,1.0,1,4.0,0.0,1,,garden,5.0,0.0,0.0,1.0,0.0,not allowed,0,
 Szent Kristof utca 2.,XI,54,2,544.0,5.0,3.0,,2.0,0.0,2.0,1.0,1,4.0,51.0,0,south-east,court,0.0,0.0,0.0,1.0,0.0,not allowed,0,
 Nagy Lajos kiraly utja 212.,XIV,40,2,483.0,6.0,3.0,17,7.0,1.0,7.0,1.0,1,4.0,0.0,1,south,panoramic,40.0,0.0,0.0,1.0,,not allowed,1,
 Izabella utca 45.,VI,60,3,785.0,5.0,5.0,19,1.0,0.0,5.0,2.0,0,4.0,121.0,0,,court,0.0,,,1.0,,,,
 Lipotvaros,V,75,2,924.0,5.0,3.0,,1.0,1.0,,2.0,0,4.0,0.0,0,east,street,0.0,,0.0,1.0,,,,
 O utca,VI,45,2,755.0,5.0,3.0,14,1.0,1.0,6.0,1.0,1,4.0,91.0,0,south-east,street,5.0,1.0,0.0,1.0,0.0,not allowed,0,
 Istvan utca 5.,VII,55,2,453.0,4.0,,,2.0,0.0,,2.0,0,3.0,91.0,0,,,0.0,,,1.0,,not allowed,,
 Solymar utca,III,17,1,196.0,,,,,,,,0,,0.0,0,,,0.0,,,,,,,
 Jozsef nador ter,V,70,2,821.0,4.0,3.0,,4.0,1.0,6.0,,0,4.0,106.0,0,west,panoramic,4.0,,0.0,1.0,0.0,not allowed,0,
 Bercsenyi utca,XI,96,3,846.0,4.0,4.0,16,3.0,1.0,5.0,,0,4.0,60.0,0,,garden,6.0,0.0,0.0,1.0,0.0,,0,
 Vaci ut,XIII,42,1,332.0,3.0,3.0,,1.0,0.0,5.0,1.0,0,4.0,60.0,0,,street,0.0,1.0,0.0,1.0,1.0,,0,
 Reitter Ferenc utca 33-35,XIII,75,2,755.0,5.0,3.0,,3.0,1.0,7.0,1.0,0,1.0,121.0,0,east,garden,8.0,,0.0,1.0,0.0,not allowed,,
 Oktober 6. utca 4.,V,100,3,924.0,4.0,4.0,,3.0,1.0,4.0,2.0,1,4.0,0.0,0,south,panoramic,0.0,,0.0,1.0,0.0,not allowed,,
 Andrassy ut 42.,VI,82,2,1450.0,5.0,,,1.0,1.0,,,1,4.0,39.0,0,,street,0.0,,,1.0,0.0,not allowed,,
 O utca,VI,108,3,1129.0,5.0,,,3.0,1.0,,,1,4.0,0.0,0,,street,0.0,0.0,0.0,1.0,,not allowed,,
 Ujvilag utca,XIV,31,1,347.0,4.0,3.0,,1.0,0.0,4.0,,0,4.0,69.0,0,,garden,0.0,,0.0,1.0,1.0,,1,
 Buday Laszlo utca,II,82,3,1335.0,5.0,4.0,,5.0,1.0,6.0,1.0,1,3.0,0.0,0,south-west,garden,15.0,0.0,0.0,1.0,0.0,not allowed,0,
 Kolostor ut,III,115,4,903.0,4.0,4.0,,1.0,,3.0,1.0,1,1.0,0.0,0,west,garden,14.0,0.0,,1.0,1.0,not allowed,0,
 Kis Stacio utca,VIII,50,1,493.0,5.0,,,0.0,0.0,,,0,4.0,0.0,0,,street,0.0,,,1.0,0.0,,,
 Margit korut,II,50,3,513.0,5.0,,,1.0,1.0,5.0,,0,4.0,76.0,0,,street,0.0,,,1.0,0.0,,,
 Margit korut,II,121,3,1202.0,5.0,,,2.0,1.0,,,1,4.0,0.0,0,,panoramic,0.0,,,1.0,,,,
 Lelesz utca,XII,33,1,362.0,3.0,3.0,,0.0,,3.0,1.0,0,3.0,66.0,0,south-east,garden,0.0,,,,1.0,,0,
 Pava utca 26.,IX,91,3,664.0,5.0,4.0,,2.0,,,,0,4.0,106.0,0,,court,0.0,,,1.0,0.0,not allowed,,
 Dohany utca 56.,VII,60,2,513.0,5.0,,,2.0,0.0,,,0,4.0,0.0,0,,street,0.0,,,1.0,,,,
 Gyenes utca,III,57,1,604.0,,,,5.0,1.0,,,0,4.0,0.0,0,,,4.0,,,1.0,1.0,,0,
 Kortevirag utca,XI,63,3,755.0,5.0,3.0,,2.0,1.0,,,0,2.0,91.0,1,,panoramic,15.0,,,1.0,,,0,
 Szazhaz utca,VII,31,1,453.0,5.0,2.0,,0.0,0.0,4.0,1.0,0,4.0,45.0,0,north-east,court,0.0,0.0,0.0,1.0,0.0,not allowed,0,
 Belvaros,V,63,2,755.0,4.0,3.0,,2.0,1.0,5.0,,0,,0.0,0,south,,0.0,,,,0.0,not allowed,,
 Nagyszombat utca,III,82,2,876.0,5.0,,,2.0,1.0,,,0,1.0,0.0,0,,garden,2.0,,,,,,,
 Balzac utca,XIII,70,2,664.0,5.0,3.0,,1.0,1.0,,2.0,0,,0.0,0,south-east,street,5.0,,,1.0,0.0,not allowed,,
 Vaci utca,V,63,2,755.0,5.0,3.0,,2.0,1.0,6.0,2.0,0,4.0,36.0,0,south,court,0.0,,0.0,0.0,0.0,,,
 Wesselenyi utca,VII,65,3,719.0,5.0,3.0,,3.0,1.0,5.0,2.0,0,4.0,106.0,0,,street,0.0,0.0,0.0,1.0,0.0,not allowed,0,
 Budafoki ut 79.,XI,78,2,544.0,4.0,3.0,,3.0,1.0,4.0,2.0,0,3.0,151.0,0,south-east,street,0.0,0.0,0.0,1.0,,,0,
 Gyenes utca,III,57,2,604.0,,,,5.0,1.0,,,0,4.0,0.0,0,,panoramic,0.0,,,1.0,,,,
 Kiraly utca,VII,78,2,755.0,4.0,3.0,,4.0,1.0,,2.0,1,4.0,0.0,0,east,street,2.0,,,1.0,1.0,not allowed,,
 Perczel Mor utca 2.,V,104,3,755.0,5.0,4.0,,2.0,1.0,4.0,,0,1.0,72.0,0,,street,0.0,,,1.0,0.0,not allowed,,
 Dohany utca 57.,VII,68,2,755.0,5.0,4.0,,1.0,0.0,,,1,4.0,68.0,0,,,0.0,,,1.0,0.0,not allowed,,
 Desi Huber utca,IX,47,1,362.0,5.0,3.0,,0.0,1.0,6.0,,0,1.0,76.0,0,south,panoramic,0.0,,,1.0,0.0,,0,
 Raday utca,IX,73,3,604.0,5.0,3.0,,0.0,,4.0,2.0,0,3.0,0.0,0,south-west,street,0.0,,,1.0,,,,
 Menyecske utca,XI,71,3,483.0,4.0,3.0,,7.0,1.0,10.0,1.0,1,4.0,76.0,0,,street,6.0,0.0,0.0,1.0,0.0,not allowed,1,
 Dobozi utca,VIII,65,2,483.0,4.0,3.0,,1.0,0.0,4.0,2.0,0,3.0,91.0,0,,street,0.0,,,1.0,0.0,not allowed,0,
 Dregely utca,IX,46,2,544.0,6.0,3.0,,5.0,1.0,,,1,4.0,0.0,0,,court,6.0,,,1.0,0.0,not allowed,1,
 Jozsefvaros  Palotanegyed,VIII,65,2,541.0,5.0,3.0,,2.0,1.0,3.0,,0,4.0,0.0,0,east,street,0.0,,0.0,1.0,,not allowed,0,
 Lagymanyosi lakotelep,XI,36,1,453.0,5.0,3.0,,3.0,1.0,5.0,1.0,0,4.0,0.0,0,south-west,street,0.0,,,,1.0,not allowed,0,
 Csarnok ter,IX,119,4,1087.0,5.0,,,3.0,1.0,5.0,2.0,1,4.0,0.0,0,,street,0.0,,0.0,1.0,1.0,not allowed,0,
 Gubacs  Mediterran lakopark,XX,46,2,483.0,5.0,3.0,,2.0,1.0,4.0,,0,4.0,0.0,0,east,garden,6.0,,,1.0,0.0,not allowed,1,
 Viola utca,IX,50,1,483.0,5.0,3.0,,3.0,1.0,5.0,1.0,1,4.0,106.0,0,,garden,0.0,,,1.0,0.0,not allowed,0,
 Biro Laszlo Jozsef korut,XI,117,5,1848.0,6.0,4.0,,7.0,1.0,,,1,4.0,0.0,0,,,0.0,,,1.0,,,0,
 Himfy utca,XI,152,4,1359.0,4.0,4.0,,1.0,0.0,3.0,1.0,0,,0.0,0,south,,16.0,,0.0,,0.0,not allowed,0,
 Klauzal utca 13.,VII,78,3,634.0,5.0,3.0,,1.0,1.0,7.0,1.0,0,4.0,91.0,0,west,,0.0,0.0,0.0,1.0,0.0,not allowed,0,
 Sasfiok utca,XII,56,2,529.0,5.0,3.0,,2.0,0.0,3.0,1.0,0,3.0,0.0,0,,panoramic,4.0,,,1.0,0.0,not allowed,1,
 Kaszalo utca,XVII,54,2,423.0,5.0,3.0,,2.0,0.0,4.0,1.0,1,4.0,0.0,0,,street,0.0,0.0,0.0,1.0,0.0,not allowed,1,0.0
 Boraros ter,IX,30,1,302.0,5.0,3.0,,3.0,1.0,5.0,,0,4.0,91.0,0,,,0.0,,,1.0,0.0,not allowed,,
 Ujvidek utca,XIV,29,1,378.0,4.0,3.0,,0.0,,,,0,4.0,85.0,0,,,0.0,,0.0,1.0,0.0,not allowed,,
 Bathory utca 5.,V,55,2,453.0,5.0,3.0,,1.0,1.0,4.0,2.0,0,4.0,91.0,0,south,court,0.0,0.0,0.0,1.0,0.0,not allowed,,
 Karoly korut,V,31,1,453.0,5.0,2.0,,3.0,0.0,3.0,2.0,0,4.0,0.0,0,,court,0.0,,,1.0,0.0,,0,
 Vaskapu utca,IX,47,2,544.0,5.0,3.0,,2.0,1.0,6.0,1.0,1,4.0,0.0,1,,street,5.0,,0.0,1.0,,,0,
 Terez korut,VI,82,3,755.0,5.0,3.0,,2.0,1.0,4.0,2.0,1,3.0,0.0,0,,street,0.0,,0.0,1.0,,,,
 Szazhaz utca,VII,61,1,402.0,5.0,,,2.0,0.0,,,0,,0.0,0,,street,0.0,,,,0.0,not allowed,,
 Korosi Csoma Sandor ut 11.,X,51,2,393.0,4.0,3.0,,9.0,1.0,10.0,1.0,1,,0.0,0,west,panoramic,0.0,0.0,,,0.0,not allowed,1,
 Helsinki ut 88B,XX,34,1,287.0,5.0,3.0,,0.5,0.0,4.0,1.0,0,1.0,91.0,0,,garden,0.0,0.0,0.0,1.0,0.0,not allowed,1,1.0
 Kacsa utca,II,80,3,695.0,5.0,3.0,,2.0,0.0,5.0,1.0,1,1.0,0.0,0,south,street,4.0,0.0,0.0,1.0,0.0,not allowed,0,
 Kiralylaki ut,III,77,3,589.0,5.0,3.0,,2.0,0.0,3.0,1.0,0,1.0,60.0,0,south-west,panoramic,15.0,0.0,1.0,0.0,0.0,not allowed,0,
 Fenyes Elek utca,II,92,3,755.0,5.0,3.0,,3.0,1.0,6.0,2.0,0,4.0,151.0,0,east,street,3.0,0.0,0.0,1.0,0.0,not allowed,0,
 Rozsnyo koz,XI,56,2,483.0,4.0,,,0.5,,2.0,,1,3.0,0.0,0,,garden,0.0,,,,0.0,not allowed,,
 Dembinszky utca,VII,70,2,755.0,5.0,5.0,,1.0,0.0,3.0,2.0,0,4.0,0.0,0,south-east,street,2.0,,0.0,1.0,1.0,not allowed,0,
 Frangepan utca,XIII,42,2,513.0,5.0,3.0,,4.0,1.0,5.0,1.0,1,3.0,91.0,1,south-east,garden,8.0,,,1.0,,,0,
 Nanasi ut,III,47,1,544.0,5.0,3.0,,2.0,1.0,4.0,1.0,1,4.0,45.0,1,north-west,street,5.0,0.0,0.0,1.0,0.0,not allowed,0,
 Alkotas utca,XII,72,2,529.0,5.0,3.0,,3.0,0.0,4.0,2.0,0,3.0,151.0,0,south-east,street,0.0,0.0,0.0,1.0,1.0,not allowed,0,
 Nagyszolos utca,XI,50,2,438.0,5.0,3.0,,1.0,0.0,3.0,1.0,0,,0.0,0,south,street,2.0,,,1.0,1.0,,1,
 Fogado utca,X,61,3,604.0,6.0,3.0,,3.0,1.0,7.0,1.0,0,2.0,60.0,1,west,street,5.0,0.0,0.0,0.0,0.0,not allowed,0,
 Linda ter,XVI,58,1,480.0,4.0,3.0,,4.0,0.0,5.0,1.0,0,,60.0,0,south-east,street,0.0,0.0,,1.0,1.0,not allowed,0,
 Szalanci utca,XII,50,1,513.0,5.0,3.0,,0.0,0.0,4.0,,0,4.0,0.0,0,west,garden,3.0,1.0,0.0,1.0,0.0,not allowed,1,
 Aranykez utca,V,39,1,453.0,5.0,3.0,,5.0,1.0,7.0,,0,4.0,0.0,0,,court,0.0,,0.0,1.0,,not allowed,0,
 Bercsenyi utca 32/a,XI,34,1,378.0,4.0,3.0,,0.0,,4.0,1.0,0,3.0,0.0,0,west,street,0.0,,,,,,,
 Vezer utca,XIV,28,1,272.0,4.0,3.0,,3.0,0.0,3.0,,0,4.0,76.0,0,,garden,0.0,,,0.0,0.0,not allowed,0,
 Bajza utca,VI,118,4,1479.0,5.0,,,0.5,,,2.0,0,,0.0,0,east,street,0.0,,0.0,,,,,
 Corvin koz,VIII,68,2,574.0,4.0,,,2.0,1.0,4.0,,0,4.0,0.0,0,south,street,0.0,,,1.0,,,0,
 Vam utca,I,54,3,529.0,5.0,,,0.0,1.0,,1.0,0,,0.0,0,south-west,street,0.0,,0.0,,,,,
 Peterfy Sandor utca,VII,32,1,393.0,5.0,3.0,,0.0,0.0,3.0,2.0,0,4.0,45.0,0,south-east,court,0.0,0.0,0.0,1.0,1.0,not allowed,0,
 Bethlen Gabor utca,XV,49,2,453.0,5.0,3.0,,0.0,0.0,4.0,1.0,0,4.0,45.0,0,south-east,court,0.0,0.0,0.0,1.0,0.0,not allowed,0,
 Peterdy utca,VII,39,1,393.0,5.0,3.0,,3.0,0.0,4.0,2.0,0,4.0,45.0,0,south-east,court,0.0,0.0,0.0,1.0,1.0,not allowed,0,
 Dobozi utca,VIII,75,2,453.0,5.0,3.0,,1.0,0.0,3.0,2.0,0,4.0,60.0,0,south-east,street,0.0,0.0,0.0,1.0,0.0,not allowed,0,
 Gorgey Artur utca,IV,31,1,378.0,5.0,3.0,,2.0,0.0,3.0,1.0,0,4.0,45.0,0,south-east,street,0.0,0.0,1.0,1.0,0.0,not allowed,1,
 Kenyeres utca,III,51,2,498.0,5.0,3.0,,4.0,0.0,3.0,1.0,0,2.0,60.0,0,south,street,0.0,0.0,0.0,1.0,1.0,not allowed,0,
 Jozsef Attila utca,IV,67,2,544.0,5.0,3.0,,2.0,0.0,3.0,1.0,0,4.0,60.0,0,south-east,street,0.0,0.0,0.0,1.0,0.0,not allowed,0,
 Jozsef korut,VIII,33,1,362.0,5.0,3.0,,3.0,1.0,4.0,2.0,0,1.0,45.0,0,south-east,court,0.0,0.0,0.0,1.0,0.0,not allowed,0,
 Nagy Lajos kiraly utja,XIV,41,1,390.0,5.0,3.0,,1.0,0.0,3.0,1.0,0,3.0,45.0,0,south-east,garden,4.0,0.0,0.0,1.0,0.0,not allowed,1,
 Thoman Istvan utca,XII,40,1,408.0,5.0,3.0,,2.0,0.0,3.0,1.0,0,1.0,45.0,0,south-east,panoramic,4.0,0.0,0.0,0.0,0.0,not allowed,0,
 Kabar utca,III,66,2,483.0,5.0,3.0,,10.0,1.0,10.0,1.0,1,2.0,60.0,0,south-east,panoramic,0.0,0.0,0.0,1.0,0.0,not allowed,0,1.0
 Zsalya utca,XIV,46,1,483.0,5.0,3.0,,1.0,1.0,10.0,1.0,0,4.0,45.0,0,south-east,garden,0.0,0.0,0.0,1.0,0.0,not allowed,0,0.0
 Fecske utca,VIII,35,1,372.0,6.0,3.0,,5.0,1.0,6.0,1.0,0,4.0,45.0,0,west,court,0.0,1.0,0.0,1.0,0.0,not allowed,0,
 Nanasi ut,III,50,2,755.0,5.0,,,2.0,1.0,4.0,1.0,0,3.0,121.0,1,south,garden,8.0,0.0,0.0,1.0,1.0,not allowed,1,
 Eotvos ut 47-53,XII,76,2,664.0,5.0,3.0,17,2.0,0.0,3.0,1.0,1,4.0,60.0,0,south-west,garden,0.0,0.0,0.0,1.0,1.0,,1,
 Lechner Odon fasor,IX,54,1,770.0,5.0,5.0,,1.0,1.0,9.0,1.0,1,4.0,0.0,1,,,25.0,1.0,0.0,1.0,,,,
 Bauer Sandor utca,VIII,90,2,1057.0,6.0,4.0,,4.0,1.0,6.0,,1,4.0,91.0,1,east,court,20.0,0.0,,1.0,0.0,,0,
 Viola utca,IX,37,1,393.0,5.0,3.0,,1.0,0.0,3.0,,0,4.0,30.0,0,north-east,street,0.0,,0.0,1.0,0.0,,0,
 Raday utca 43.,IX,92,2,574.0,,,,,,,,0,,127.0,0,,,6.0,,,,,,,
 Romaifurdo  Pok utcai lakotelep,III,49,2,453.0,4.0,3.0,,1.0,1.0,,1.0,0,,0.0,0,east,garden,0.0,,,,,,0,
 Angyalfold  Orszagbiro utcai lakotelep,XIII,42,1,513.0,5.0,,,1.0,1.0,,1.0,0,,0.0,0,south,,0.0,,0.0,,,,,
 Szalag utca,I,82,3,876.0,4.0,,,1.0,,,2.0,0,,0.0,0,south-west,street,0.0,,0.0,,,,,
 Thurzo utca,XIII,46,2,257.0,3.0,,,0.0,,,,0,4.0,0.0,0,,street,0.0,,,,,,0,
 Terez korut 7.,VI,74,2,604.0,5.0,3.0,,1.0,1.0,,2.0,0,1.0,0.0,1,south,court,0.0,,,0.0,0.0,not allowed,,
 Petofi utca,IV,54,2,453.0,4.0,,,5.0,1.0,,,0,4.0,0.0,0,,street,3.0,,,,0.0,,1,
 Nagymezo utca,VI,63,1,513.0,5.0,3.0,,2.0,0.0,3.0,2.0,0,4.0,0.0,0,,garden,0.0,,,1.0,0.0,,0,
 Kunigunda utja,III,35,1,393.0,5.0,4.0,18,0.0,0.0,1.0,1.0,0,2.0,24.0,1,,garden,0.0,0.0,0.0,1.0,0.0,,1,
 Kutvolgy,XII,134,5,1963.0,6.0,4.0,,1.0,0.0,2.0,,1,1.0,106.0,0,south,panoramic,27.0,,,1.0,,not allowed,1,
 Ferenc ter,IX,50,2,513.0,5.0,3.0,,5.0,1.0,7.0,1.0,1,3.0,91.0,0,south,garden,6.0,,0.0,1.0,0.0,,0,
 Kutvolgy,XII,83,2,1359.0,6.0,4.0,,1.0,0.0,2.0,1.0,0,1.0,106.0,0,south-west,garden,13.0,,,1.0,,not allowed,1,
 Attila ut,I,49,1,450.0,5.0,3.0,,6.0,1.0,6.0,1.0,0,1.0,0.0,0,south-east,panoramic,2.0,,,1.0,1.0,,0,
 Torontal utca,XIV,34,1,302.0,,,,,,,,0,,0.0,0,,,0.0,,,,,,,
 Berda Jozsef utca,IV,35,1,362.0,5.0,3.0,,9.0,1.0,10.0,1.0,0,1.0,0.0,0,,court,0.0,0.0,0.0,1.0,,not allowed,1,
 Zrinyi utca,XIX,60,1,378.0,5.0,3.0,,10.0,1.0,10.0,1.0,1,3.0,0.0,0,,court,0.0,0.0,0.0,1.0,,not allowed,1,
 Sarret park,XIV,50,2,453.0,5.0,3.0,,2.0,0.0,3.0,,0,3.0,60.0,0,,street,0.0,0.0,,,0.0,,0,
 Bercsenyi utca,XI,31,1,362.0,4.0,,,2.0,1.0,,1.0,0,,0.0,0,south-west,street,0.0,,0.0,,,,,
 Lonyay utca 36.,IX,38,2,483.0,5.0,,,3.0,1.0,3.0,2.0,0,4.0,0.0,0,,,0.0,,0.0,1.0,,,,
 Dessewffy utca,VI,28,1,332.0,5.0,3.0,,0.0,,,,0,4.0,0.0,0,,court,0.0,,,1.0,0.0,not allowed,0,
 Dios arok,XII,72,3,680.0,4.0,3.0,,2.0,0.0,3.0,1.0,0,3.0,0.0,0,south-east,garden,16.0,,0.0,,,,0,
 Francia ut,XIV,140,3,876.0,5.0,,,,,2.0,1.0,1,1.0,76.0,0,,,5.0,1.0,,1.0,1.0,,1,
 Madarasz Viktor utca,XIII,28,1,423.0,5.0,3.0,,2.0,1.0,4.0,,0,4.0,30.0,1,south,street,0.0,,,1.0,1.0,,0,
 Loportar utca,XIII,74,3,876.0,6.0,3.0,,5.0,1.0,7.0,1.0,1,3.0,0.0,0,,garden,15.0,0.0,0.0,1.0,,not allowed,0,
 Terez korut 7.,VI,43,1,423.0,,,,1.0,1.0,4.0,,0,3.0,0.0,0,,court,0.0,0.0,0.0,1.0,,not allowed,0,
 Vas utca,VIII,95,3,722.0,5.0,4.0,,0.5,,4.0,2.0,0,4.0,118.0,0,,street,0.0,,,1.0,,,,
 Ulloi ut 89.,IX,77,3,423.0,4.0,3.0,,3.0,0.0,4.0,,0,4.0,0.0,0,,,0.0,,,1.0,0.0,,,
 Thoman Istvan utca 10.,XII,50,2,498.0,5.0,3.0,14,0.0,0.0,4.0,1.0,0,3.0,91.0,0,south-east,garden,0.0,0.0,0.0,1.0,1.0,not allowed,1,
 Bukkony utca 28.,XI,49,2,438.0,5.0,3.0,,4.0,1.0,10.0,1.0,0,1.0,76.0,0,south,street,0.0,0.0,0.0,0.0,1.0,allowed,0,0.0
 Saletrom utca 7.,VIII,29,1,378.0,5.0,3.0,,2.0,1.0,7.0,1.0,1,4.0,0.0,0,west,court,1.0,,0.0,1.0,0.0,not allowed,,
 Katona Jozsef utca,XIII,91,2,604.0,4.0,3.0,,2.0,1.0,5.0,2.0,0,3.0,0.0,0,south,garden,0.0,0.0,0.0,,,not allowed,0,
 Brody Sandor utca 36.,VIII,41,2,438.0,5.0,,,3.0,1.0,4.0,1.0,0,1.0,23.0,0,,court,0.0,,0.0,,0.0,not allowed,0,
 Jokai utca,VI,96,3,816.0,4.0,4.0,,1.0,,3.0,2.0,1,4.0,91.0,0,,street,0.0,,,1.0,1.0,,,
 Rozsa utca,VI,16,1,544.0,5.0,,,,1.0,,,0,4.0,121.0,0,,court,0.0,0.0,0.0,1.0,0.0,not allowed,0,
 Budafoki ut,XI,37,1,393.0,4.0,3.0,,1.0,,,,0,3.0,60.0,0,,street,0.0,0.0,,1.0,0.0,not allowed,,
 Dobozi utca,VIII,70,2,453.0,5.0,4.0,,1.0,,3.0,2.0,0,4.0,76.0,0,south-east,street,0.0,,,1.0,0.0,not allowed,0,
 Nanasi ut 2.,III,47,1,544.0,5.0,3.0,,2.0,1.0,4.0,1.0,1,4.0,0.0,1,north-west,street,5.0,0.0,0.0,1.0,,,0,
 Francia ut,XIV,40,1,498.0,5.0,,,1.0,0.0,,2.0,0,,0.0,0,east,street,2.0,,0.0,,,,,
 Lechner Odon fasor 2.,IX,78,2,1181.0,5.0,5.0,,,1.0,9.0,1.0,1,4.0,0.0,0,west,panoramic,15.0,0.0,0.0,1.0,,,1,
 Lonyay utca 17.,IX,70,2,755.0,5.0,5.0,,3.0,1.0,,,0,4.0,0.0,1,,street,0.0,,0.0,1.0,,not allowed,0,
 Tuzko utca 5.,XI,52,1,423.0,4.0,,,1.0,1.0,,,0,3.0,0.0,0,,,0.0,,,0.0,0.0,,,
 Kiss Erno utca,XV,50,1,423.0,4.0,3.0,,,0.0,1.0,1.0,0,4.0,60.0,0,south-west,court,0.0,1.0,,1.0,0.0,,1,
 Brody Sandor utca,VIII,36,2,453.0,5.0,3.0,,1.0,0.0,3.0,2.0,1,1.0,76.0,0,east,street,0.0,0.0,0.0,,0.0,not allowed,0,
 Csobogos utca,XV,34,1,423.0,5.0,,,3.0,1.0,10.0,,0,4.0,121.0,0,,street,0.0,,,1.0,,not allowed,1,
 Hosszuhaz utca,XVIII,47,1,387.0,4.0,,,1.0,0.0,4.0,,0,3.0,60.0,0,,street,4.0,0.0,0.0,,,not allowed,1,
 Hattyu utca,I,75,5,967.0,5.0,,,,0.0,4.0,2.0,1,3.0,45.0,0,south-west,street,0.0,,0.0,1.0,,not allowed,0,
 Maros utca 28.,XII,77,2,634.0,5.0,3.0,,1.0,1.0,7.0,,0,1.0,112.0,0,,,4.0,0.0,0.0,1.0,0.0,not allowed,0,
 Visegradi utca,XIII,60,3,695.0,5.0,3.0,,2.0,1.0,4.0,1.0,1,4.0,91.0,0,,street,3.0,0.0,0.0,1.0,0.0,not allowed,0,
 Rozsahegy utca,II,42,1,483.0,5.0,3.0,,2.0,1.0,4.0,,0,4.0,30.0,0,south,garden,5.0,0.0,,1.0,0.0,,0,
 Sumegvar utca,XI,49,1,483.0,,,,,,,,0,,0.0,0,,,5.0,,,,,,,
 Arpad fejedelem utja,III,61,2,544.0,5.0,3.0,,1.0,1.0,5.0,1.0,0,4.0,0.0,0,,garden,4.0,,0.0,1.0,0.0,not allowed,0,
